Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Site,Launch_Mass_kg,Inclination_radians
Multinational,Government/Civil,Earth Science/Meteorology,LEO,Polar,819.0,822.0,0.00021,101.3,Baikonur Cosmodrome,4085.0,1.722639972
Mexico,Government/Military,Communications,GEO,,35784.0,35791.0,8e-05,1436.16,Guiana Space Center,2900.0,0.00122173
USA,Military,Communications,GEO,,35754.0,35819.0,0.00077,1436.13,Cape Canaveral,4536.0,0.104545222
USA,Military,Communications,GEO,,35765.0,35809.0,0.00052,1436.13,Cape Canaveral,4536.0,0.006108652
USA,Military,Communications,GEO,,35764.0,35768.0,5e-05,1435.04,Cape Canaveral,4536.0,0.078539816
USA,Military,Communications,GEO,,35753.0,35820.0,0.00079,1436.12,Cape Canaveral,4536.0,0.060213859
USA,Military,Communications,GEO,,35768.0,35806.0,0.00045,1436.13,Cape Canaveral,4536.0,0.0143117
Russia,Civil,Earth Observation/Technology Development,LEO,,1481.0,1510.0,0.00184,115.9,Plesetsk Cosmodrome,65.0,1.439896633
Russia,Government,Remote Sensing/Earth Science,LEO,Sun-Synchronous,805.0,821.0,0.00111,101.2,Baikonur Cosmodrome,110.0,1.72613063
Canada,Government,Astrophysics,LEO,Sun-Synchronous,817.0,832.0,0.00104,101.4,Plesetsk Cosmodrome,53.0,1.722639972
Russia,Civil,Technology Development,LEO,Sun-Synchronous,669.0,690.0,0.00149,98.3,Plesetsk Cosmodrome,64.0,1.706932008
USA/Canada,Commercial,Communications,GEO,,35763.0,35809.0,0.00055,1436.09,Guiana Space Center,2850.0,0.023911011
USA/Canada,Commercial,Communications,GEO,,35776.0,35796.0,0.00024,1436.09,Cape Canaveral,2850.0,0.070162236
USA,Government/Military,Technology Development,LEO,Sun-Synchronous,500.0,525.0,0.00182,94.9,Vandenberg AFB,587.0,1.699950691
Japan,Government,Meteorology/Navigation,GEO,,35778.0,35796.0,0.00021,1436.1,Tanegashima Space Center,2900.0,0.00122173
Japan,Government,Meteorology,GEO,,35776.0,35797.0,0.00025,1436.1,Tanegashima Space Center,2900.0,0.000174533
USA,Military,Communications,GEO,,35800.0,35800.0,0.0,1436.1,Cape Canaveral,6804.0,
USA,Military,Communications,GEO,,35800.0,35900.0,0.00118,1436.1,Cape Canaveral,6804.0,
Spain,Government,Communications,LEO,Polar,654.0,659.0,0.00036,97.9,Guiana Space Center,20.0,1.717403984
Spain,Government,Communications/Technology Development,LEO,Polar,583.0,672.0,0.00636,97.3,Baikonur Cosmodrome,20.0,1.712167996
United Kingdom,Military,Communications,GEO,,35775.0,35795.0,0.00024,1436.04,Cape Canaveral,1430.0,0.127932634
USA,Military/Commercial,Navigation/Global Positioning,MEO,,19781.0,20582.0,0.01508,717.94,Cape Canaveral,1816.0,0.973544657
USA,Military/Commercial,Navigation/Global Positioning,MEO,,19959.0,20403.0,0.00836,717.93,Cape Canaveral,1816.0,0.959931089
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20120.0,20244.0,0.00234,717.97,Cape Canaveral,1816.0,0.954695101
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20104.0,20260.0,0.00294,717.97,Cape Canaveral,1816.0,0.959931089
USA,Military/Commercial,Navigation/Global Positioning,MEO,,19986.0,20315.0,0.0062,716.69,Cape Canaveral,1816.0,0.958185759
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20080.0,20284.0,0.00384,717.97,Cape Canaveral,1816.0,0.954695101
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20134.0,20227.0,0.00175,717.91,Cape Canaveral,1816.0,0.959931089
USA,Military/Commercial,Navigation/Global Positioning,MEO,,19912.0,20449.0,0.01011,717.91,Cape Canaveral,1816.0,0.958185759
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20109.0,20257.0,0.00279,718.01,Cape Canaveral,1816.0,0.95644043
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20188.0,20224.0,0.00068,718.94,Cape Canaveral,1630.0,0.959931089
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20451.0,20464.0,0.00024,729.18,Cape Canaveral,1630.0,0.960454687
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20174.0,20191.0,0.00032,718.0,Cape Canaveral,1630.0,0.959058424
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20184.0,20247.0,0.00118,719.32,Cape Canaveral,1630.0,0.961501885
USA,Military/Commercial,Navigation/Global Positioning,MEO,,19963.0,20327.0,0.00686,716.47,Cape Canaveral,2217.0,0.961676418
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20089.0,20276.0,0.00352,717.98,Cape Canaveral,2217.0,0.959931089
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20072.0,20292.0,0.00414,717.96,Cape Canaveral,2217.0,0.966388807
USA,Military/Commercial,Navigation/Global Positioning,MEO,,19938.0,20426.0,0.00919,718.0,Cape Canaveral,2217.0,0.95644043
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20123.0,20247.0,0.00233,718.09,Cape Canaveral,2217.0,0.958185759
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20096.0,20268.0,0.00324,717.97,Cape Canaveral,2217.0,0.925024504
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20133.0,20234.0,0.0019,718.03,Cape Canaveral,2217.0,0.958185759
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20184.0,20427.0,0.00455,722.98,Cape Canaveral,2217.0,0.959931089
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20177.0,20498.0,0.00601,724.28,Cape Canaveral,2217.0,0.959931089
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20104.0,20266.0,0.00305,718.09,Cape Canaveral,2217.0,0.959931089
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20155.0,20344.0,0.00355,720.71,Cape Canaveral,2217.0,0.959931089
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20063.0,20433.0,0.00695,720.65,Cape Canaveral,2217.0,0.958185759
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20142.0,20221.0,0.00149,717.95,Cape Canaveral,2217.0,0.961327352
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20020.0,20342.0,0.00606,717.93,Cape Canaveral,2060.0,0.958883891
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20206.0,20366.0,0.003,722.19,Cape Canaveral,2060.0,0.960280154
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20149.0,20213.0,0.00121,717.93,Cape Canaveral,2217.0,0.95644043
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20150.0,20311.0,0.00303,719.92,Cape Canaveral,2060.0,0.959232957
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20135.0,20152.0,0.00032,716.4,Cape Canaveral,2217.0,0.961676418
USA,Military/Commercial,Navigation/Global Positioning,MEO,,20160.0,20209.0,0.00092,718.07,Cape Canaveral,2059.0,0.962025484
Canada,Government,Space Observation,LEO,Sun-Synchronous,772.0,786.0,0.00098,100.4,Satish Dhawan Space Center,74.0,1.720894642
USA,Military,Technology Development,LEO,,398.0,405.0,0.00052,97.6,Wallops Island Flight Facility,494.0,0.841248699
Nigeria,Commercial,Communications,GEO,,35793.0,35795.0,2e-05,1436.1,Xichang Satellite Launch Center,5150.0,0.003490659
Nigeria,Government,Earth Observation,LEO,Sun-Synchronous,691.0,705.0,0.00099,98.7,Dombarovsky Launch Facility,300.0,1.713913325
Nigeria,Government,Earth Observation/Technology Development,LEO,Sun-Synchronous,661.0,696.0,0.00248,98.3,Dombarovsky Launch Facility,100.0,1.713913325
Egypt,Government,Communications,GEO,,35764.0,35808.0,0.00052,1436.08,Guiana Space Center,1825.0,0.000523599
Egypt,Government,Communications,GEO,,35795.0,35813.0,0.00021,1436.23,Guiana Space Center,3200.0,0.000872665
Canada,Commercial,Communications,GEO,,35779.0,35793.0,0.00017,1436.08,Baikonur Cosmodrome,3600.0,0.000174533
Canada,Commercial,Communications,GEO,,35779.0,35794.0,0.00018,1436.1,Baikonur Cosmodrome,4850.0,0.000174533
Canada,Commercial,Communications,GEO,,35700.0,35700.0,0.0,1436.1,Baikonur Cosmodrome,4745.0,0.000174533
Canada,Commercial,Communications,GEO,,35764.0,35809.0,0.00053,1436.09,Baikonur Cosmodrome,4745.0,0.000698132
USA,Government,Earth Science/Meteorology,LEO,Sun-Synchronous,800.0,816.0,0.00111,101.0,Vandenberg AFB,2223.0,1.722639972
USA,Government,Earth Science/Meteorology,LEO,Sun-Synchronous,842.0,857.0,0.00104,101.9,Vandenberg AFB,2223.0,1.729621289
USA,Government,Meteorology,LEO,Sun-Synchronous,843.0,864.0,0.00145,102.0,Vandenberg AFB,2223.0,1.729621289
USA,Government,Meteorology,LEO,Sun-Synchronous,845.0,864.0,0.00131,102.0,Vandenberg AFB,1420.0,1.72613063
USA,Government,Meteorology,LEO,Polar,827.0,827.0,0.0,101.4,Vandenberg AFB,2128.0,1.722639972
USA,Governmnet,Technology Development,LEO,Sun-Synchronous,499.0,502.0,0.00022,94.63,Wallops Island Flight Facility,1.0,0.706858347
Netherlands,Commercial,Communications,GEO,,35778.0,35795.0,0.0002,1436.1,Baikonur Cosmodrome,5396.0,0.000349066
Netherlands,Commercial,Communications,GEO,,35776.0,35798.0,0.00026,1436.15,Baikonur Cosmodrome,3582.0,0.00122173
Netherlands,Commercial,Communications,GEO,,35779.0,35793.0,0.00017,1436.08,Guiana Space Center,,0.001047198
Netherlands,Commercial,Communications,GEO,,35776.0,35796.0,0.00024,1436.08,Guiana Space Center,3412.0,0.0
Netherlands,Commercial,Communications,GEO,,35776.0,35797.0,0.00025,1436.12,Guiana Space Center,4575.0,0.000349066
Netherlands,Commercial,Communications,GEO,,35775.0,35798.0,0.00027,1436.12,Guiana Space Center,4500.0,0.001396263
Netherlands,Commercial,Communications,GEO,,35773.0,35798.0,0.0003,1436.08,Guiana Space Center,3642.0,0.000349066
Netherlands,Commercial,Communications,GEO,,35779.0,35794.0,0.00018,1436.11,Guiana Space Center,3720.0,0.000523599
Netherlands,Commercial,Communications,GEO,,35784.0,35792.0,9e-05,1436.17,Guiana Space Center,2238.0,0.000349066
Japan,Commercial,Communications,GEO,,35772.0,35799.0,0.00032,1436.08,Guiana Space Center,1625.0,0.001047198
USA,Government,Space Science,LEO,,613.0,632.0,0.00136,97.2,Kwajalein Island,360.0,0.104719755
USA,Civil/Government,Scientific Research,LEO,Sun-Synchronous,624.0,654.0,0.00214,97.48,Kodiak Launch Complex,5.5,1.256113463
United Kingdom,Commercial,Communications,MEO,,8063.0,8069.0,0.00021,287.93,Guiana Space Center,700.0,0.000523599
United Kingdom,Commercial,Communications,MEO,,8062.0,8069.0,0.00024,287.93,Guiana Space Center,700.0,0.000698132
United Kingdom,Commercial,Communications,MEO,,8064.0,8068.0,0.00014,287.94,Guiana Space Center,700.0,0.000523599
United Kingdom,Commercial,Communications,MEO,,8063.0,8069.0,0.00021,287.93,Guiana Space Center,700.0,0.000523599
India,Government,Remote Sensing,LEO,Sun-Synchronous,722.0,724.0,0.00014,99.2,Sriharikota Launch Station,960.0,1.715658655
Sweden,Government,Astrophysics/Earth Science,LEO,Sun-Synchronous,569.0,573.0,0.00029,96.1,Svobodny Cosmodrome,250.0,1.70344135
Israel,Military,Remote Sensing/Reconnaissance,LEO,Retrograde,367.0,764.0,0.02862,95.97,Palmachim Launch Complex,300.0,2.502802147
Israel,Military,Remote Sensing/Reconnaissance,LEO,,340.0,576.0,0.01728,93.75,Palmachim Launch Complex,300.0,2.474178748
Israel,Military,Remote Sensing/Reconnaissance,LEO,,343.0,589.0,0.01799,93.91,Palmachim Launch Complex,300.0,2.474527813
Spain,Government,Technology Development,LEO,Sun-Synchronous,594.0,797.0,0.01437,98.7,Dombarovsky Launch Facility,3.0,1.706932008
Australia,Military/Commercial,Communications,GEO,,35773.0,35799.0,0.00031,1436.08,Guiana Space Center,4800.0,0.000349066
Australia,Commercial,Communications,GEO,,35778.0,35796.0,0.00021,1436.12,Xichang Satellite Launch Center,2858.0,0.000349066
Australia,Commercial,Communications,GEO,,35774.0,35797.0,0.00027,1436.08,Guiana Space Center,2300.0,0.000349066
Australia,Commercial,Communications,GEO,,35774.0,35799.0,0.0003,1436.1,Guiana Space Center,2400.0,0.000523599
Australia,Commercial,Communications,GEO,,35775.0,35795.0,0.00024,1436.04,Guiana Space Center,2501.0,0.000698132
USA,Commercial,Communications,LEO,Intermediate,770.0,776.0,0.00042,100.3,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,769.0,777.0,0.00056,100.3,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,770.0,776.0,0.00042,100.3,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,788.0,795.0,0.00049,100.7,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,789.0,794.0,0.00035,100.7,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,788.0,795.0,0.00049,100.7,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,789.0,794.0,0.00035,100.7,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,787.0,796.0,0.00063,100.7,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,788.0,795.0,0.00049,100.7,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,791.0,792.0,7e-05,100.7,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,789.0,793.0,0.00028,100.7,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,788.0,794.0,0.00042,100.7,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,788.0,794.0,0.00042,100.7,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,790.0,792.0,0.00014,100.7,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,788.0,796.0,0.00056,100.7,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,788.0,795.0,0.00049,100.7,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,786.0,796.0,0.0007,100.7,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,787.0,796.0,0.00063,100.7,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,788.0,795.0,0.00049,100.7,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,788.0,795.0,0.00049,100.7,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,768.0,838.0,0.00488,100.9,Vandenberg AFB,45.0,1.884955592
USA,Commercial,Communications,LEO,Intermediate,772.0,774.0,0.00014,100.3,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,772.0,774.0,0.00014,100.3,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,771.0,774.0,0.00021,100.3,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,768.0,778.0,0.0007,100.3,Wallops Island Flight Facility,45.0,0.785398163
USA,Commercial,Communications,LEO,Intermediate,769.0,777.0,0.00056,100.3,Wallops Island Flight Facility,45.0,0.785398163
USA,Military,Technology Development,LEO,Sun-Synchronous,499.0,504.0,0.00036,94.6,Wallops Island Flight Facility,4.5,0.706858347
USA,Military,Technology Development,LEO,Sun-Synchronous,499.0,504.0,0.00036,94.6,Wallops Island Flight Facility,4.5,0.706858347
USA,Military,Reconnaissance,LEO,,396.0,410.0,0.00103,92.62,Wallops Island Flight Facility,434.0,0.698131701
USA,Military,Technology Development,LEO,Sun-Synchronous,499.0,504.0,0.00036,94.6,Wallops Island Flight Facility,4.5,0.706858347
Denmark,Government,Earth Science,LEO,Sun-Synchronous,635.0,839.0,0.01435,99.5,Vandenberg AFB,60.6,1.684242728
Pakistan,Government/Commercial,Communications,GEO,,35786.0,35800.0,0.00017,1436.1,Xichang Satellite Launch Center,5120.0,0.001745329
Indonesia,Commercial,Communications,GEO,,35784.0,35789.0,6e-05,1436.13,Guiana Space Center,3014.0,0.000872665
Indonesia,Commercial,Communications,GEO,,35780.0,35792.0,0.00014,1436.09,Xichang Satellite Launch Center,4100.0,0.00122173
USA,Military,Communications,GEO,,35786.0,35787.0,1e-05,1436.12,Cape Canaveral,,0.000523599
France,Government,Earth Science,LEO,Sun-Synchronous,692.0,694.0,0.00014,98.6,Guiana Space Center,120.0,1.717403984
Russia,Military,Navigation,LEO,Intermediate,949.0,1016.0,0.00456,104.74,Plesetsk Cosmodrome,825.0,1.44687795
Russia,Military,Navigation,LEO,Intermediate,969.0,1016.0,0.00319,105.0,Plesetsk Cosmodrome,820.0,1.448623279
Russia,Military,Navigation,LEO,Intermediate,967.0,1013.0,0.00313,104.9,Plesetsk Cosmodrome,795.0,1.44687795
Russia,Military,Navigation,LEO,Intermediate,960.0,1008.0,0.00326,104.8,Plesetsk Cosmodrome,795.0,1.44687795
Russia,Military,Navigation,LEO,Intermediate,961.0,1011.0,0.0034,104.8,Plesetsk Cosmodrome,825.0,1.44687795
Russia,Military,Navigation,LEO,Intermediate,949.0,1008.0,0.00401,104.7,Plesetsk Cosmodrome,825.0,1.448623279
Russia,Military,Navigation,LEO,Intermediate,907.0,968.0,0.00417,103.8,Plesetsk Cosmodrome,825.0,1.448623279
Russia,Military,Navigation,LEO,Intermediate,954.0,1011.0,0.00388,104.8,Plesetsk Cosmodrome,810.0,1.448623279
Russia,Military,Navigation,LEO,Intermediate,916.0,945.0,0.00199,103.6,Plesetsk Cosmodrome,810.0,1.448623279
Russia,Military,Navigation,LEO,Intermediate,968.0,1022.0,0.00367,105.0,Plesetsk Cosmodrome,820.0,1.448623279
USA,Government,Technology Development/Communications,LEO,Intermediate,789.0,796.0,0.00049,100.7,Kodiak Launch Complex,10.0,1.169370599
Russia,Military,Reconnaissance,LEO,Sun-Synchronous,714.0,733.0,0.00134,99.2,Plesetsk Cosmodrome,7000.0,1.715658655
USA,Government,Technology Development,LEO,Sun-Synchronous,499.0,507.0,0.00058,94.68,Wallops Island Flight Facility,1.0,0.70703288
France,Government,Solar Physics,LEO,Sun-Synchronous,725.0,729.0,0.00028,99.3,Dombarovsky Launch Facility,150.0,1.715658655
Vietnam,Government,Technology Development,LEO,Sun-Synchronous,410.0,414.0,0.00029,92.81,ISS,1.0,0.901462559
France/Italy,Government,Earth Observation,LEO,Sun-Synchronous,697.0,699.0,0.00014,98.7,Guiana Space Center,1000.0,1.713913325
France,Government,Earth Observation,LEO,Sun-Synchronous,678.0,691.0,0.00092,98.45,Guiana Space Center,970.0,1.719149313
Japan,Civil,Earth Observation,LEO,Sun-Synchronous,600.0,627.0,0.00193,97.0,Tanegashima Space Center,5.0,1.713913325
ESA,Government,Technology Demonstration,LEO,Sun-Synchronous,553.0,676.0,0.00881,96.98,Sriharikota Launch Station,100.0,1.708677338
ESA,Government,Technology Demonstration,LEO,Sun-Synchronous,708.0,728.0,0.00141,99.2,Plesetsk Cosmodrome,130.0,1.715658655
ESA,Government,Earth Observation,LEO,Sun-Synchronous,813.0,820.0,0.00049,101.21,Guiana Space Center,140.0,1.72316357
USA,Military,Technology Development,LEO,Sun-Synchronous,500.0,506.0,0.00044,94.68,Wallops Island Flight Facility,,0.70703288
USA,Military,Technology Development,LEO,Sun-Synchronous,498.0,502.0,0.00029,94.68,Wallops Island Flight Facility,,0.70703288
USA,Military,Technology Development,LEO,Sun-Synchronous,498.0,502.0,0.00029,94.68,Wallops Island Flight Facility,,0.70703288
USA,Military,Technology Development,LEO,Sun-Synchronous,498.0,502.0,0.00029,94.68,Wallops Island Flight Facility,,0.70703288
USA,Military,Technology Development,LEO,Sun-Synchronous,498.0,502.0,0.00029,94.68,Wallops Island Flight Facility,,0.70703288
USA,Military,Technology Development,LEO,Sun-Synchronous,498.0,502.0,0.00029,94.68,Wallops Island Flight Facility,,0.70703288
USA,Military,Technology Development,LEO,Sun-Synchronous,498.0,502.0,0.00029,94.68,Wallops Island Flight Facility,,0.70703288
USA,Military,Technology Development,LEO,Sun-Synchronous,498.0,502.0,0.00029,94.68,Wallops Island Flight Facility,,0.70703288
Peru,Civil,Technology Development,LEO,Sun-Synchronous,589.0,640.0,0.00365,96.9,Dombarovsky Launch Facility,1.0,1.706932008
USA,Commercial,Communications,GEO,Sun-Synchronous,35774.0,35798.0,0.00028,1436.09,Baikonur Cosmodrome,5514.0,0.000349066
USA,Commercial,Earth Observation,LEO,Sun-Synchronous,448.0,450.0,0.00015,93.6,Vandenberg AFB,,1.696460033
Japan,Government,Navigation,GEO,,32618.0,38950.0,0.07511,1436.0,Tanegashima Space Center,4000.0,0.698131701
Canada,Commercial,Earth Observation,LEO,Sun-Synchronous,791.0,793.0,0.00014,100.7,Baikonur Cosmodrome,2924.0,1.720894642
Russia,Civil,Amateur Radio,MEO,,1885.0,2165.0,0.01668,127.45,Baikonur Cosmodrome,,1.127308164
Russia,Military,Communications,GEO,,35612.0,35949.0,0.004,1435.79,Baikonur Cosmodrome,2400.0,0.025132741
Russia,Military,Communications,GEO,,35784.0,35788.0,5e-05,1436.06,Baikonur Cosmodrome,2500.0,0.000174533
Russia,Military,Communications,GEO,,35777.0,35797.0,0.00024,1436.13,Baikonur Cosmodrome,2400.0,0.001745329
USA,Military,Technology Development,LEO,Polar,1199.0,1202.0,0.0002,109.42,Vandenberg AFB,350.0,1.570796327
Germany,Commercial,Earth Observation,LEO,,613.0,646.0,0.00236,97.3,Baikonur Cosmodrome,175.0,1.708677338
Germany,Commercial,Earth Observation,LEO,,621.0,638.0,0.00121,97.3,Baikonur Cosmodrome,175.0,1.708677338
Germany,Commercial,Earth Observation,LEO,,621.0,637.0,0.00114,97.3,Baikonur Cosmodrome,175.0,1.708677338
Germany,Commercial,Earth Observation,LEO,,621.0,638.0,0.00121,97.3,Baikonur Cosmodrome,175.0,1.708677338
Germany,Commercial,Earth Observation,LEO,,617.0,642.0,0.00179,97.3,Baikonur Cosmodrome,175.0,1.708677338
Turkey,Government,Earth Observation,LEO,Sun-Synchronous,667.0,697.0,0.00213,98.4,Dombarovsky Launch Facility,113.0,1.713913325
Multinational,Commercial,Communications,GEO,,35786.0,35787.0,1e-05,1436.1,Guiana Space Center,3050.0,0.000174533
Malaysia,Government,Remote Sensing,LEO,Intermediate,663.0,688.0,0.00177,98.3,Kwajalein Island,180.0,0.157079633
Japan,Government,Technology Development,LEO,Sun-Synchronous,595.0,638.0,0.00308,97.0,Baikonur Cosmodrome,70.0,1.710422667
India,Government,Earth Observation,LEO,Sun-Synchronous,817.0,823.0,0.00042,101.3,Sriharikota Launch Station,1206.0,1.722639972
Russia,Government/Commercial,Earth Observation,LEO,,564.0,571.0,0.0005,96.0,Baikonur Cosmodrome,6650.0,1.219985147
Russia,Government/Commercial,Earth Observation,LEO,,459.0,472.0,0.00095,93.9,Baikonur Cosmodrome,5900.0,1.696460033
India,Military,Surveillance,LEO,Sun-Synchronous,538.0,541.0,0.00022,95.4,Satish Dhawan Space Center,1858.0,1.70344135
India,Military,Surveillance,LEO,,415.0,427.0,0.00088,41.2,Satish Dhawan Space Center,93.0,0.719424718
Russia,Military,Communications,LEO,Intermediate,1436.0,1448.0,0.00077,114.7,Plesetsk Cosmodrome,225.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1480.0,1511.0,0.00197,115.9,Plesetsk Cosmodrome,280.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1477.0,1509.0,0.00203,115.8,Plesetsk Cosmodrome,280.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1478.0,1510.0,0.00203,115.8,Plesetsk Cosmodrome,280.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1498.0,1509.0,0.0007,116.0,Plesetsk Cosmodrome,280.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1482.0,1507.0,0.00159,115.9,Plesetsk Cosmodrome,280.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1495.0,1506.0,0.0007,116.0,Plesetsk Cosmodrome,280.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1493.0,1496.0,0.00019,115.9,Plesetsk Cosmodrome,225.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1484.0,1505.0,0.00134,115.9,Plesetsk Cosmodrome,225.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1481.0,1512.0,0.00197,115.9,Plesetsk Cosmodrome,280.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1473.0,1516.0,0.00273,115.86,Plesetsk Cosmodrome,250.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1473.0,1516.0,0.00273,115.86,Plesetsk Cosmodrome,250.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1475.0,1514.0,0.00248,115.86,Plesetsk Cosmodrome,250.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1478.0,1509.0,0.00197,115.9,Plesetsk Cosmodrome,280.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1477.0,1507.0,0.00191,115.8,Plesetsk Cosmodrome,280.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1482.0,1511.0,0.00184,115.8,Plesetsk Cosmodrome,280.0,1.439896633
ESA,Government,Space Physics,Elliptical,Deep Highly Eccentric,17240.0,120715.0,0.68665,3431.1,Baikonur Cosmodrome,1200.0,1.584758961
Multinational,Civil,Earth Observation/Research,LEO,Sun-Synchronous,702.0,704.0,0.00014,98.8,Vandenberg AFB,485.0,1.708677338
Argentina/USA,Government,Earth Observation,LEO,Sun-Synchronous,653.0,655.0,0.00014,97.8,Vandenberg AFB,1600.0,1.710422667
ESA,Government,Space Physics,Elliptical,Deep Highly Eccentric,16809.0,120768.0,0.6916,3418.2,Baikonur Cosmodrome,1200.0,1.583013632
ESA,Government,Space Physics,Elliptical,Deep Highly Eccentric,17007.0,120923.0,0.68969,3430.28,Baikonur Cosmodrome,1200.0,1.579522973
Canada,Military,Space Observation,LEO,Sun-Synchronous,772.0,787.0,0.00105,100.4,Satish Dhawan Space Center,148.0,1.720894642
India/France,Government,Earth Science,LEO,Sun-Synchronous,782.0,785.0,0.00021,100.53,Satish Dhawan Space Center,407.0,1.719149313
Germany,Military,Surveillance,LEO,,468.0,505.0,0.0027,94.3,Plesetsk Cosmodrome,770.0,1.713913325
Germany,Military,Surveillance,LEO,,470.0,503.0,0.00241,94.34,Plesetsk Cosmodrome,770.0,1.713738793
Germany,Military,Surveillance,LEO,,473.0,496.0,0.00168,94.3,Plesetsk Cosmodrome,770.0,1.713389727
Germany,Military,Surveillance,LEO,,448.0,486.0,0.00278,94.4,Plesetsk Cosmodrome,770.0,1.713215194
Germany,Military,Surveillance,LEO,,474.0,502.0,0.00204,94.37,Plesetsk Cosmodrome,770.0,1.713215194
Mexico,Commercial,Communications,GEO,,35777.0,35794.0,0.0002,1436.08,Guiana Space Center,2276.0,0.012915436
Mexico,Commercial,Communications,GEO,,35779.0,35792.0,0.00015,1436.08,Guiana Space Center,3542.0,0.000349066
Mexico,Commercial,Communications,GEO,,35776.0,35796.0,0.00024,1436.1,Guiana Space Center,5456.0,0.000523599
Mexico,Commecial,Communications,GEO,,35779.0,35795.0,0.00019,1436.1,Baikonur Cosmodrome,5474.0,0.000349066
